acid,acid_t,cif_id,foracid,foracid_t,pan,acct_num,acct_name
2610060227,AC95981153,DLNIND1255130,026FF16519712119,FA5613778105507083,PAN331700070,137781055070,Adarsh Bhakta Lama
2610060234,AC69282609,DLNIND1255130,026FF16519712125,FA5490901089329080,PAN331700070,909010893290,Adarsh Bhakta Lama
2610060233,AC66793965,DLNIND1255130,026FF16519712124,FA8430501637559956,PAN331700070,305016375599,Adarsh Bhakta Lama
2610060241,AC57941741,DLNIND1255130,026FF16519712127,FA3557319112786211,PAN331700070,573191127862,Adarsh Bhakta Lama
2610060224,AC32734575,DLNIND1255130,026FF16519712116,FA2852148954916444,PAN331700070,521489549164,Adarsh Bhakta Lama
2610060225,AC34119824,DLNIND1255130,026FF16519712117,FA6931528824291064,PAN331700070,315288242910,Adarsh Bhakta Lama
2610060231,AC10809907,DLNIND1255130,026FF16519712123,FA4232426558832276,PAN331700070,324265588322,Adarsh Bhakta Lama
2610060213,AC98837630,DLNIND1255130,026FF16519712106,FA5277718553147521,PAN331700070,777185531475,Adarsh Bhakta Lama
2610060216,AC38248157,DLNIND1255130,026FF16519712109,FA1143986395076130,PAN331700070,439863950761,Adarsh Bhakta Lama
2610060215,AC92335582,DLNIND1255130,026FF16519712108,FA5818205535721904,PAN331700070,182055357219,Adarsh Bhakta Lama
5410050650,AC47297773,DLNIND5576304,054FFN1082803075,FA8974783105086653,PAN747150056,747831050866,Lucy Laxmi Regmi
5410069096,AC99691600,DLNLEG8980703,054TD58384006104,FA7010859914569158,PAN922795324,108599145691,
5410069098,AC49694211,DLNLEG8980703,054TD58384006105,FA4793016349049409,PAN922795324,930163490494,
548851845,AC64450957,DLNLEG6576494,054TD89092002062,FA2663804709911577,PAN813377590,638047099115,
5410071719,AC14130099,DLNLEG8980703,054TD58384006106,FA6307330051566291,PAN922795324,073300515662,
5410071720,AC25944103,DLNLEG8980703,054TD58384006107,FA2676991486895483,PAN922795324,769914868954,
549820232,AC50173428,DLNIND5576304,054FFN1082803067,FA7384740754788365,PAN747150056,847407547883,Lucy Laxmi Regmi
709995175,AC61144789,DLNIND3986994,070DLN0134245005,FA1385787599964246,PAN141132761,857875999642,Asphota Maya Shrestha
299829209,AC85671119,DLNIND9910969,029FFN0061514033,FA4619891041559079,PAN170015742,198910415590,Poshan Gopal Bhandari
2910092908,AC65295424,DLNIND3732980,029TD59977110002,FA9817702979132727,PAN683139342,177029791327,Sakhil Krishna Lama
548877197,AC58686386,DLNLEG6576494,054TD59092002063,FA2375050296155543,PAN813377590,750502961555,
A58851468,AC28024180,DLNLEG5022872,105TD50036463006,FA5148449727486431,PAN582125869,484497274864,HIMALAYAN CONSULTANCY PVT. LTD.
549983252,AC24284822,DLNIND5576304,054LFN1082803071,FA4601705193342974,PAN747150056,017051933429,Lucy Laxmi Regmi
548074282,AC41564967,DLNIND5576304,054TD51082803018,FA4283037185039739,PAN747150056,830371850397,Lucy Laxmi Regmi
5410099458,AC15149674,DLNIND5576304,054FFN1082803079,FA3639509230380041,PAN747150056,395092303800,Lucy Laxmi Regmi
5410094086,AC19696069,DLNIND5576304,054FFN1082803078,FA1685940409754985,PAN747150056,859404097549,Lucy Laxmi Regmi
089559218,AC10502636,DLNLEG8980703,008TD58384006090,FA6189156165794368,PAN922795324,891561657943,
O510102983,AC46654410,DLNIND5461679,245DLN1116404005,FA5049810160954836,PAN499792774,498101609548,Shiva Bikram Pandey
549733828,AC47402814,DLNLEG6576494,054TD59092002084,FA3480072397575158,PAN813377590,800723975751,
629848247,AC35204388,DLNIND4157875,062TD52906784002,FA1954070871370236,PAN847554163,540708713702,Hrisheekesh Dev Khadka
548903552,AC87441485,DLNLEG6576494,054TD59092002064,FA9955007373003903,PAN813377590,550073730039,
2010113689,AC54618286,DLNLEG8980703,020TD58384006108,FA8271386105481268,PAN922795324,713861054812,
5410122740,AC22315188,DLNLEG8980703,054TD58384006109,FA5828865208408212,PAN922795324,288652084082,
5410127047,AC45023083,DLNLEG8980703,054TD58384006110,FA2929565140501276,PAN922795324,295651405012,
R89873747,AC57322408,DLNIND8738953,278TD56283925034,FA2121885040507128,PAN401676066,218850405071,Sahil Bahadur Yadav
419587775,AC40491548,DLNLEG8980703,041TD58384006091,FA7849101060558919,PAN922795324,491010605589,
1510131605,AC27727867,DLNLEG8980703,015TD58384006111,FA7814719258846251,PAN922795324,147192588462,
5410131785,AC28621930,DLNLEG8980703,054TD58384006112,FA4126676157331005,PAN922795324,266761573310,
R89881006,AC99497826,DLNIND8738953,278TD56283925035,FA7094340247880903,PAN401676066,943402478809,Sahil Bahadur Yadav
6610009765,AC40150801,DLNIND7426436,066DLN6368828003,FA5349790440721283,PAN849149601,497904407212,Shirish Shankar Timalsina
R89885910,AC33792341,DLNIND8738953,278TD56283925036,FA1643898437362333,PAN401676066,438984373623,Sahil Bahadur Yadav
159891887,AC99572015,DLNIND8212211,015FFN5483718059,FA4117575907963774,PAN976589899,175759079637,Tanushree Devi Regmi
399604575,AC49327753,DLNIND1138256,039TD50264434022,FA3537291268533221,PAN372339539,372912685332,Kalyan Gopal Maharjan
549462012,AC83287480,DLNLEG6576494,054TD59092002081,FA4492694927467471,PAN813377590,926949274674,
549400127,AC78832222,DLNLEG6576494,054TD59092002078,FA4162850306146206,PAN813377590,628503061462,
V79897550,AC96635489,DLNIND1138256,317TD50264434024,FA7455273501605991,PAN372339539,552735016059,Kalyan Gopal Maharjan
5410141488,AC73746390,DLNIND5576304,054FFN1082803081,FA3091297292728955,PAN747150056,912972927289,Lucy Laxmi Regmi
Y98970345,AC49506919,DLNIND8690282,3494650625845010,FA2560728122974283,PAN234402002,607281229742,Ronika Devi Rai
287498802,AC88448922,DLNIND1372327,028TD58893337036,FA8220134303389420,PAN729503320,201343033894,Pramil Narayan Adhikari
549919950,AC69048899,DLNIND5576304,054FFN1082803068,FA9295517501439259,PAN747150056,955175014392,Lucy Laxmi Regmi
H810009848,AC32067039,DLNLEG2158354,178DLN0082152005,FA9221204723486689,PAN281141916,212047234866,
5410161073,AC51317130,DLNIND5576304,054FFN1082803084,FA7808949598334925,PAN747150056,089495983349,Lucy Laxmi Regmi
5410153411,AC14548913,DLNIND5576304,054FFN1082803083,FA7675651294748447,PAN747150056,756512947484,Lucy Laxmi Regmi
5410151687,AC22011431,DLNIND5576304,054FFN1082803082,FA3147802356654129,PAN747150056,478023566541,Lucy Laxmi Regmi
299936839,AC86780568,DLNIND9910969,029FFN0061514034,FA7332223668109807,PAN170015742,322236681098,Poshan Gopal Bhandari
159934932,AC25818521,DLNIND8212211,015FFN5483718060,FA7374029865962042,PAN976589899,740298659620,Tanushree Devi Regmi
N89943087,AC27999946,DLNIND9611726,238TD50960980002,FA5185750011386671,PAN153589712,857500113866,Dipika Saraswati Adhikari
R89946489,AC66618955,DLNIND8738953,278TD56283925037,FA9346121750877223,PAN401676066,461217508772,Sahil Bahadur Yadav
V79951797,AC67097789,DLNIND1138256,317TD50264434026,FA5823949369993885,PAN372339539,239493699938,Kalyan Gopal Maharjan
5410188021,AC83130878,DLNLEG8980703,054TD58384006113,FA8374071191823869,PAN922795324,740711918238,
2910189915,AC32379217,DLNIND3732980,029TD59977110003,FA2158845852994226,PAN683139342,588458529942,Sakhil Krishna Lama
629963643,AC64272417,DLNIND4157875,062TD52906784003,FA1151791985537470,PAN847554163,517919855374,Hrisheekesh Dev Khadka
R810195828,AC49013011,DLNIND8738953,278TD56283925041,FA8564011719655030,PAN401676066,640117196550,Sahil Bahadur Yadav
2610183670,AC55339732,DLNIND1255130,026FF16519712133,FA3714664165981197,PAN331700070,146641659811,Adarsh Bhakta Lama
N89973170,AC83108316,DLNIND9611726,238TD50960980003,FA2928836743349392,PAN153589712,288367433493,Dipika Saraswati Adhikari
2610183669,AC95913834,DLNIND1255130,026FF16519712132,FA2566676338123584,PAN331700070,666763381235,Adarsh Bhakta Lama
0147135,AC38144236,DLNIND9450331,01CA014498NPR001,FA2987909445240270,PAN642077006,879094452402,Avineak Bishal Pandey
01213715,AC55575076,DLNIND9450331,0141014498524003,FA9236522002075695,PAN642077006,365220020756,Avineak Bishal Pandey
6210211590,AC69113967,DLNIND4157875,062TD52906784005,FA4526276880908602,PAN847554163,262768809086,Hrisheekesh Dev Khadka
2610183667,AC70670398,DLNIND1255130,026FF16519712131,FA7029918282805131,PAN331700070,299182828051,Adarsh Bhakta Lama
549630080,AC96517130,DLNLEG6576494,054TD59092002082,FA8631588458453339,PAN813377590,315884584533,
549322339,AC84425574,DLNLEG6576494,054TD59092002077,FA9458359508297553,PAN813377590,583595082975,
5410229049,AC93034940,DLNLEG8980703,054TD58384006114,FA3473667010095525,PAN922795324,736670100955,
5410232934,AC61928813,DLNIND5576304,054FFN1082803087,FA3173830307701958,PAN747150056,738303077019,Lucy Laxmi Regmi
46560756,AC57879700,DLNLEG5924902,4641253427524003,FA6845557759466958,PAN596302582,455577594669,
2610230499,AC33607489,DLNIND1255130,026FF16519712134,FA7042512086041713,PAN331700070,425120860417,Adarsh Bhakta Lama
Y98970349,AC53132221,DLNIND8690282,3494650625845012,FA8365254309291346,PAN234402002,652543092913,Ronika Devi Rai
O89084569,AC10667766,DLNLEG7996075,2484150086423003,FA9071714376267257,PAN914688823,717143762672,
O89084480,AC35951811,DLNLEG7996075,2484150086423002,FA1287524865963229,PAN914688823,875248659632,
2610249177,AC16397424,DLNIND1255130,026FF16519712135,FA4706801318316728,PAN331700070,068013183167,Adarsh Bhakta Lama
A59615285,AC42619088,DLNLEG5022872,105CCN0036463007,FA2186375918504691,PAN582125869,863759185046,HIMALAYAN CONSULTANCY PVT. LTD.
089740744,AC60636663,DLNLEG8980703,008TD58384006092,FA7874930409487556,PAN922795324,749304094875,
0810253934,AC95724234,DLNLEG8980703,008TD58384006115,FA8399973797331482,PAN922795324,999737973314,
419753635,AC16048898,DLNLEG8980703,041TD58384006093,FA2133764046271812,PAN922795324,337640462718,
2610249191,AC38887586,DLNIND1255130,026FF16519712142,FA3890462983831720,PAN331700070,904629838317,Adarsh Bhakta Lama
2610249184,AC87638294,DLNIND1255130,026FF16519712140,FA7223203726731229,PAN331700070,232037267312,Adarsh Bhakta Lama
2610249189,AC31940929,DLNIND1255130,026FF16519712141,FA4378637958017834,PAN331700070,786379580178,Adarsh Bhakta Lama
2610268345,AC71589606,DLNIND7340765,026TD51700535002,FA8697684457144426,PAN370287241,976844571444,Timilsina Gopal Acharya
462532083,AC78127812,DLNLEG5924902,4641253427524005,FA3813492651472021,PAN596302582,134926514720,
2610249182,AC87501936,DLNIND1255130,026FF16519712139,FA1077240955219025,PAN331700070,772409552190,Adarsh Bhakta Lama
R810281079,AC94827006,DLNIND8738953,278TD56283925042,FA7518287431571462,PAN401676066,182874315714,Sahil Bahadur Yadav
1510284459,AC44267238,DLNLEG8980703,015TD58384006116,FA4175736311706931,PAN922795324,757363117069,
2110289315,AC60556897,DLNIND4568821,021TD51562055006,FA5824365880508265,PAN714271279,243658805082,Duman Narayan Neupane
5410067081,AC44779015,DLNIND5576304,054FFN1082803076,FA7666502137183048,PAN747150056,665021371830,Lucy Laxmi Regmi
5410293307,AC52175728,DLNIND5576304,054FFN1082803088,FA6587309316445153,PAN747150056,873093164451,Lucy Laxmi Regmi
2610302126,AC28366967,DLNIND7340765,026TD51700535003,FA3469436438653343,PAN370287241,694364386533,Timilsina Gopal Acharya
2910073103,AC18843030,DLNIND9910969,029FFN0061514035,FA4719238536578664,PAN170015742,192385365786,Poshan Gopal Bhandari
2910302372,AC95547931,DLNIND9910969,029FFN0061514038,FA5668211740493717,PAN170015742,682117404937,Poshan Gopal Bhandari
2610306013,AC33445953,DLNIND7340765,026TD51700535004,FA8274747127538839,PAN370287241,747471275388,Timilsina Gopal Acharya
5410306637,AC92976023,DLNIND5576304,054FFN1082803089,FA4854467628417883,PAN747150056,544676284178,Lucy Laxmi Regmi
5410083823,AC72984485,DLNIND5576304,054FFN1082803077,FA3329751294525553,PAN747150056,297512945255,Lucy Laxmi Regmi
5410311951,AC68795741,DLNIND5576304,054FFN1082803090,FA8430264077781286,PAN747150056,302640777812,Lucy Laxmi Regmi
N810313433,AC13023412,DLNIND9611726,238TD50960980004,FA1436908008725968,PAN153589712,369080087259,Dipika Saraswati Adhikari
2610283233,AC96361546,DLNIND1255130,026FF16519712145,FA2940981955853790,PAN331700070,409819558537,Adarsh Bhakta Lama
2610283234,AC61140758,DLNIND1255130,026FF16519712146,FA5600472003893523,PAN331700070,004720038935,Adarsh Bhakta Lama
V810089291,AC55789636,DLNIND3257367,318TD52275983005,FA8762563186539195,PAN727567807,625631865391,Aavaas Ram Adhikari
V810315678,AC30143694,DLNIND3257367,318TD52275983006,FA9212362226458544,PAN727567807,123622264585,Aavaas Ram Adhikari
2910091780,AC44380276,DLNIND9910969,029FFN0061514036,FA2154484292534835,PAN170015742,544842925348,Poshan Gopal Bhandari
2910317905,AC34354871,DLNIND9910969,029FFN0061514039,FA2440755518026978,PAN170015742,407555180269,Poshan Gopal Bhandari
2610283232,AC65624844,DLNIND1255130,026FF16519712144,FA7158283938003259,PAN331700070,582839380032,Adarsh Bhakta Lama
2610283231,AC27225600,DLNIND1255130,026FF16519712143,FA9430961931918350,PAN331700070,309619319183,Adarsh Bhakta Lama
4710313811,AC30347036,DLNIND6665024,047DLN7430440002,FA8280715118999506,PAN646056144,807151189995,Smeeta Devi Lama
2610249181,AC57565952,DLNIND1255130,026FF16519712138,FA3221274320721340,PAN331700070,212743207213,Adarsh Bhakta Lama
01181737,AC81592335,DLNIND9450331,01CA014498NPR002,FA3182699122872489,PAN642077006,826991228724,Avineak Bishal Pandey
P59797969,AC67397365,DLNLEG9101051,255CCN0004454009,FA7491817852227743,PAN871468252,918178522277,HIMAL DAIRY PRODUCTS PVT. LTD.
P59707781,AC76191399,DLNLEG9101051,255DLN0004454007,FA3530884479294402,PAN871468252,308844792944,HIMAL DAIRY PRODUCTS PVT. LTD.
P59775970,AC43826519,DLNLEG9101051,255DLN0004454008,FA5942857132509234,PAN871468252,428571325092,HIMAL DAIRY PRODUCTS PVT. LTD.
5410105714,AC84952777,DLNIND5576304,054FFN1082803080,FA8957939168899704,PAN747150056,579391688997,Lucy Laxmi Regmi
5410339324,AC40972602,DLNIND5576304,054FFN1082803091,FA8523088166871128,PAN747150056,230881668711,Lucy Laxmi Regmi
098568302,AC81598812,DLNIND6686056,009TD51731860003,FA1134633282111384,PAN871531890,346332821113,Hemraj Bibek Karki
6210109581,AC36386085,DLNIND4157875,062TD52906784004,FA8752034029192539,PAN847554163,520340291925,Hrisheekesh Dev Khadka
N810345077,AC43240761,DLNIND9611726,238TD50960980005,FA8907503821234706,PAN153589712,075038212347,Dipika Saraswati Adhikari
0910119697,AC42212927,DLNIND1568693,009TD52169468022,FA9416937938737255,PAN651060348,169379387372,Srijeet Prasad Tamang
U96294799,AC48552081,DLNIND8496642,309TL51166828002,FA5189714263282277,PAN593892274,897142632822,Gambheer Bipin Adhikari
U96113057,AC51731731,DLNIND8496642,3094151166828001,FA8633600381627659,PAN593892274,336003816276,Gambheer Bipin Adhikari
471329410,AC73537565,DLNIND6665024,47AL430440524002,FA1806229475029184,PAN646056144,062294750291,Smeeta Devi Lama
F85825391,AC85710587,DLNIND2287753,1584651028393002,FA4727503576152802,PAN167423035,275035761528,Kumud Kumari Regmi
677693402,AC23335615,DLNIND4263447,0674659396490001,FA7879551873632862,PAN602858021,795518736328,sandal  Tandukar
155565477,AC71556642,DLNIND9898224,015NA55189814003,FA5940094734273896,PAN376421978,400947342738,Srista Laxmi Khadka
P110354633,AC69633951,DLNIND3781309,251TLN0891649004,FA1834877285365031,PAN625322405,348772853650,Talaz Prasad Bhattarai
P17670781,AC48671547,DLNIND3781309,251NAN0891649002,FA1782766493601833,PAN625322405,827664936018,Talaz Prasad Bhattarai
0910354465,AC72879677,DLNIND8257521,0094651131729006,FA9587252922874816,PAN873721196,872529228748,Juna Saraswati Neupane
R810356309,AC42220933,DLNIND8738953,278TD56283925043,FA7829105887846019,PAN401676066,291058878460,Sahil Bahadur Yadav
R810125955,AC50189949,DLNIND8738953,278TD56283925038,FA1892239947268493,PAN401676066,922399472684,Sahil Bahadur Yadav
2610353288,AC72523942,DLNIND1255130,026FF16519712147,FA5018677315342407,PAN331700070,186773153424,Adarsh Bhakta Lama
2610353290,AC46643914,DLNIND1255130,026FF16519712148,FA1931396640651364,PAN331700070,313966406513,Adarsh Bhakta Lama
2610353291,AC29304989,DLNIND1255130,026FF16519712149,FA9352797286128027,PAN331700070,527972861280,Adarsh Bhakta Lama
R810131150,AC66192587,DLNIND8738953,278TD56283925039,FA1501208353767808,PAN401676066,012083537678,Sahil Bahadur Yadav
2610249180,AC90777434,DLNIND1255130,026FF16519712137,FA6707052397078217,PAN331700070,070523970782,Adarsh Bhakta Lama
0910362429,AC80904511,DLNIND1568693,009TD52169468023,FA7885666463645156,PAN651060348,856664636451,Srijeet Prasad Tamang
D28484044,AC21212567,DLNLEG6218579,132TLN0038863006,FA6353902595476388,PAN533918346,539025954763,MANASLU HOSPITALITY PVT. LTD.
R810362926,AC66121660,DLNIND8738953,278TD56283925044,FA6874197481869764,PAN401676066,741974818697,Sahil Bahadur Yadav
R810365488,AC79098221,DLNIND8738953,278TD56283925045,FA3984495037060730,PAN401676066,844950370607,Sahil Bahadur Yadav
1510138774,AC30183064,DLNIND8212211,015FFN5483718061,FA5637028166339209,PAN976589899,370281663392,Tanushree Devi Regmi
1510367428,AC24144855,DLNIND8212211,015FFN5483718063,FA5214776673729560,PAN976589899,147766737295,Tanushree Devi Regmi
R810134459,AC62496317,DLNIND8738953,278TD56283925040,FA6409333767544853,PAN401676066,093337675448,Sahil Bahadur Yadav
V710368247,AC35957219,DLNIND1138256,317TD50264434031,FA5530810524137859,PAN372339539,308105241378,Kalyan Gopal Maharjan
0910369110,AC52772519,DLNIND6686056,009TD51731860009,FA3320919242981795,PAN871531890,209192429817,Hemraj Bibek Karki
661160422,AC12842021,DLNIND7426436,66HL368828524002,FA8850222975043498,PAN849149601,502229750434,Shirish Shankar Timalsina
N810369502,AC58686677,DLNIND9611726,238TD50960980006,FA5816327583817920,PAN153589712,163275838179,Dipika Saraswati Adhikari
2210369522,AC47751114,DLNIND6943934,022TLN1007045004,FA3410381665190031,PAN733986970,103816651900,Kabita  Bhattarai
227610563,AC56711805,DLNIND6943934,022NAN1007045003,FA5733438315397791,PAN733986970,334383153977,Kabita  Bhattarai
225758079,AC86294851,DLNIND6943934,022TL51007045002,FA6865862126433507,PAN733986970,658621264335,Kabita  Bhattarai
V710141018,AC86233778,DLNIND1138256,317TD50264434027,FA4831240076813507,PAN372339539,312400768135,Kalyan Gopal Maharjan
W16696922,AC84324465,DLNIND8726228,3214650816195002,FA7957644489431529,PAN960707979,576444894315,Suk Bishal Sharma
O910371262,AC97256619,DLNIND7445925,249TD50587212013,FA6925321232417315,PAN409564003,253212324173,Abid Gopal Khadka
219602272,AC24096475,DLNIND4568821,0214651562055005,FA7522897589665891,PAN714271279,228975896658,Duman Narayan Neupane
F88017462,AC20626570,DLNIND2287753,1584651028393003,FA3940070748040832,PAN167423035,400707480408,Kumud Kumari Regmi
5410375474,AC92245444,DLNIND5576304,054FFN1082803092,FA9050247837638636,PAN747150056,502478376386,Lucy Laxmi Regmi
D87112806,AC40100425,DLNIND5644007,1384650771966004,FA5690653717562461,PAN695591077,906537175624,Vawesh Lal Bhandari
D87112807,AC52460265,DLNIND5644007,1384650771966005,FA5733819747950919,PAN695591077,338197479509,Vawesh Lal Bhandari
V710376632,AC31008836,DLNIND1138256,317TD50264434032,FA2141681713143401,PAN372339539,416817131434,Kalyan Gopal Maharjan
V710150066,AC16621025,DLNIND1138256,317TD50264434028,FA5604216737544682,PAN372339539,042167375446,Kalyan Gopal Maharjan
Y98970347,AC76503276,DLNIND8690282,3494650625845011,FA5659681922424113,PAN234402002,596819224241,Ronika Devi Rai
52563493,AC86621551,DLNLEG6576494,5241092002524029,FA7229165853544950,PAN813377590,291658535449,
W18501289,AC27097597,DLNIND8726228,3214650816195006,FA9682188354447224,PAN960707979,821883544472,Suk Bishal Sharma
225746205,AC44387846,DLNIND6943934,0224151007045001,FA5805485975740514,PAN733986970,054859757405,Kabita  Bhattarai
471278844,AC42335683,DLNIND6665024,4756430440524001,FA9827321841474274,PAN646056144,273218414742,Smeeta Devi Lama
22533948,AC69058341,DLNLEG3727146,2219133142524001,FA9085129955339840,PAN484574196,851299553398,BIRATNAGAR AUTOMOBILES PVT. LTD.
02264333,AC41731896,DLNLEG3286748,0219103112524001,FA6114909716454079,PAN903432729,149097164540,
724620155,AC36366292,DLNLEG6576494,0724450505799009,FA7502291399847468,PAN813377590,022913998474,
52415569,AC97620015,DLNIND8778682,5214291857524001,FA7843148896924327,PAN773963914,431488969243,Srija Krishna Lama
46357253,AC87952800,DLNLEG5924902,4621253427524001,FA8847336985864806,PAN596302582,473369858648,
549603190,AC24570452,DLNIND6814583,0544151084371004,FA8332800757254040,PAN571982938,328007572540,Krishala Kumari Sharma
D17681002,AC94558040,DLNIND8221535,131NAN0545118003,FA9250526924884933,PAN501986596,505269248849,Hena Maya Rai
16390523,AC41440932,DLNIND7227326,1629155515524001,FA5505675611433753,PAN613246502,056756114337,Sunanda Bishnu Rai
388922703,AC39096408,DLNIND5013653,0385751009724004,FA3354631320292183,PAN106648673,546313202921,Mikma Hari Lama
165697131,AC45042663,DLNIND7227326,0165756155515001,FA7587884540430954,PAN613246502,878845404309,Sunanda Bishnu Rai
H88727279,AC79059316,DLNLEG2158354,1784150082152002,FA6368171673591906,PAN281141916,681716735919,
15384340,AC62513033,DLNIND9898224,1512189814524001,FA6152020434167748,PAN376421978,520204341677,Srista Laxmi Khadka
D14787286,AC63464078,DLNIND8221535,1315750545118001,FA7587588425217848,PAN501986596,875884252178,Hena Maya Rai
I26600616,AC85124968,DLNLEG1337370,1824150058395002,FA3141891666109954,PAN324979852,418916661099,BARDIA BUILDERS PVT. LTD.
O55974834,AC74973932,DLNIND5461679,2455751116404002,FA6620980609342567,PAN499792774,209806093425,Shiva Bikram Pandey
R84075944,AC81836390,DLNIND3092463,R802018565452401,FA9754652046705055,PAN217875834,546520467050,Sonali Maya Dahal
P19890958,AC77493239,DLNIND3781309,251TLN0891649003,FA9225321679169626,PAN625322405,253216791696,Talaz Prasad Bhattarai
P54050046,AC61398986,DLNLEG9101051,P541000445452402,FA9003023957215959,PAN871468252,030239572159,HIMAL DAIRY PRODUCTS PVT. LTD.
F76487342,AC96235699,DLNLEG8980703,157TD58384006058,FA9568257874133479,PAN922795324,682578741334,
U15687672,AC98255047,DLNLEG6576494,301TD59092002018,FA3954075475530494,PAN813377590,540754755304,
B44619220,AC20243537,DLNLEG6576494,1144450505799005,FA6630814697884451,PAN813377590,308146978844,
545802796,AC24168427,DLNLEG6576494,054TD59092002020,FA1619708917574223,PAN813377590,197089175742,
396617987,AC67617821,DLNIND1138256,039TD50264434005,FA5417605699700080,PAN372339539,176056997000,Kalyan Gopal Maharjan
R86618746,AC12419877,DLNIND3092463,278TD50185654010,FA6097739659838540,PAN217875834,977396598385,Sonali Maya Dahal
R86649407,AC69176206,DLNIND8738953,278TD56283925012,FA3202857114953376,PAN401676066,028571149533,Sahil Bahadur Yadav
666655028,AC23226435,DLNIND7426436,66DL358828524007,FA4853940725654050,PAN849149601,539407256540,Shirish Shankar Timalsina
666672987,AC43416888,DLNIND7426436,66DL358828524009,FA4940689291282655,PAN849149601,406892912826,Shirish Shankar Timalsina
296794695,AC25172229,DLNIND9910969,029FFN0061514002,FA9664176072322911,PAN170015742,641760723229,Poshan Gopal Bhandari
156680384,AC19405940,DLNIND8212211,015FFN5483718022,FA3729421107660956,PAN976589899,294211076609,Tanushree Devi Regmi
S25792681,AC89907611,DLNLEG8980703,282TD58384006042,FA5398855909069522,PAN922795324,988559090695,
546932572,AC95041817,DLNIND5576304,054FFN1082803002,FA8090018602708794,PAN747150056,900186027087,Lucy Laxmi Regmi
D15612368,AC22672533,DLNIND8221535,13DL150545118002,FA5581492171516814,PAN501986596,814921715168,Hena Maya Rai
P56208350,AC80833438,DLNLEG9101051,255PB50004454004,FA5955398638127739,PAN871468252,553986381277,HIMAL DAIRY PRODUCTS PVT. LTD.
486461843,AC33249707,DLNLEG8980703,048TD58384006057,FA8709353636492318,PAN922795324,093536364923,
D25703275,AC28200830,DLNLEG6218579,1322050038863003,FA8529659642968241,PAN533918346,296596429682,MANASLU HOSPITALITY PVT. LTD.
267016408,AC58551754,DLNIND1255130,026FFN1651971003,FA6371050503084613,PAN331700070,710505030846,Adarsh Bhakta Lama
661476454,AC68329189,DLNIND7426436,66AL368828524003,FA3162706532221541,PAN849149601,627065322215,Shirish Shankar Timalsina
F76487347,AC64926433,DLNLEG8980703,157TD58384006060,FA6630471427263741,PAN922795324,304714272637,
S66502671,AC42027207,DLNLEG8980703,286TD58384006063,FA6167834486204593,PAN922795324,678344862045,
396743799,AC50437719,DLNIND1138256,039TD50264434006,FA5359982867834757,PAN372339539,599828678347,Kalyan Gopal Maharjan
267088571,AC77612161,DLNIND1255130,026FFN1651971004,FA7756893913624228,PAN331700070,568939136242,Adarsh Bhakta Lama
R87026871,AC42446112,DLNIND8738953,278TD56283925015,FA8950412827694800,PAN401676066,504128276948,Sahil Bahadur Yadav
R87058034,AC57225373,DLNIND8738953,278TD56283925017,FA6085506739743058,PAN401676066,855067397430,Sahil Bahadur Yadav
R87047826,AC28664820,DLNIND8738953,278TD56283925016,FA3450367278462886,PAN401676066,503672784628,Sahil Bahadur Yadav
267204911,AC63855924,DLNIND1255130,026FFN1651971008,FA9942989675915374,PAN331700070,429896759153,Adarsh Bhakta Lama
O96836793,AC91642408,DLNIND7445925,249TD50587212001,FA1189112462522904,PAN409564003,891124625229,Abid Gopal Khadka
267226300,AC22530153,DLNIND1255130,026FFN1651971009,FA7296682384274590,PAN331700070,966823842745,Adarsh Bhakta Lama
267196622,AC56781629,DLNIND1255130,026FFN1651971007,FA3517719055941146,PAN331700070,177190559411,Adarsh Bhakta Lama
267168414,AC24333657,DLNIND1255130,026FFN1651971006,FA6878483340350917,PAN331700070,784833403509,Adarsh Bhakta Lama
267152424,AC54828936,DLNIND1255130,026FFN1651971005,FA1819071306809484,PAN331700070,190713068094,Adarsh Bhakta Lama
267012239,AC43036508,DLNIND1255130,026FFN1651971002,FA8760452129999909,PAN331700070,604521299999,Adarsh Bhakta Lama
546904343,AC54563272,DLNLEG6576494,054TD59092002043,FA9944322652621248,PAN813377590,443226526212,
546920584,AC23502782,DLNIND5576304,054FFN1082803001,FA5080801128200554,PAN747150056,808011282005,Lucy Laxmi Regmi
N96921236,AC41705067,DLNIND3263104,2394651592493002,FA9642464369695546,PAN924788908,424643696955,Prasanga Bishal Neupane
R86937895,AC73521398,DLNIND3092463,278TD50185654011,FA4817677140853829,PAN217875834,176771408538,Sonali Maya Dahal
P64050074,AC91546338,DLNLEG9681773,P641000445752402,FA6701144650075343,PAN600210736,011446500753,KHOTANG FOODS PVT. LTD.
V76958382,AC13649054,DLNIND1138256,317TD50264434007,FA6548383259600307,PAN372339539,483832596003,Kalyan Gopal Maharjan
296981491,AC51694537,DLNIND9910969,029FFN0061514004,FA2943686624401685,PAN170015742,436866244016,Poshan Gopal Bhandari
157024210,AC77714895,DLNIND8212211,015FFN5483718024,FA2801627227895661,PAN976589899,016272278956,Tanushree Devi Regmi
157001914,AC66648516,DLNIND8212211,015FFN5483718023,FA5103245294892934,PAN976589899,032452948929,Tanushree Devi Regmi
547031106,AC87138178,DLNIND5576304,054FFN1082803003,FA2063099122590873,PAN747150056,630991225908,Lucy Laxmi Regmi
